Date,Price
17/05/18,343.76
16/05/18,343.91
15/05/18,343.76
14/05/18,343.99
13/05/18,344.22
10/05/18,344.14
09/05/18,344.17
08/05/18,344.41
07/05/18,345.14
06/05/18,344.82
03/05/18,344.83
02/05/18,344.72
01/05/18,344.89
30/04/18,345.32
29/04/18,345.07
26/04/18,344.86
25/04/18,344.13
24/04/18,344.01
23/04/18,344.03
22/04/18,344.95
17/04/18,345.57
16/04/18,345.21
15/04/18,344.51
12/04/18,343.95
11/04/18,344.32
10/04/18,344.64
09/04/18,344.67
08/04/18,344.58
04/04/18,344.6
03/04/18,344.87
02/04/18,345.29
01/04/18,345.61
29/03/18,345.24
28/03/18,344.89
27/03/18,345.15
26/03/18,345.07
25/03/18,345.49
22/03/18,345.28
21/03/18,344.16
20/03/18,343.93
19/03/18,343.85
18/03/18,343.87
15/03/18,343.16
14/03/18,343.03
13/03/18,342.67
12/03/18,342.38
11/03/18,342.9
08/03/18,343.19
07/03/18,343.06
06/03/18,343.48
05/03/18,343.66
04/03/18,343.63
28/02/18,343.28
27/02/18,343
26/02/18,342.73
25/02/18,342.99
22/02/18,342.48
21/02/18,342.94
20/02/18,343.07
19/02/18,343.6
18/02/18,343.01
15/02/18,342.66
14/02/18,341.49
13/02/18,341.21
12/02/18,341.35
11/02/18,341.93
08/02/18,343.42
07/02/18,344.1
06/02/18,344.5
05/02/18,344.79
04/02/18,345.55
01/02/18,346.87
31/01/18,347.35
30/01/18,346.9
29/01/18,346.31
28/01/18,347.28
25/01/18,347.5
24/01/18,347.29
23/01/18,347.68
22/01/18,347.28
21/01/18,346.85
18/01/18,347.19
17/01/18,347.15
16/01/18,346.38
15/01/18,344.7
14/01/18,344.2
11/01/18,343.46
10/01/18,343.11
09/01/18,343.44
08/01/18,344.04
07/01/18,342.67
04/01/18,342.77
03/01/18,342.94
02/01/18,343.07
01/01/18,343.72
31/12/17,344.21
28/12/17,344.04
27/12/17,343.71
26/12/17,342.78
25/12/17,342.47
24/12/17,342.33
21/12/17,342.01
20/12/17,341.31
19/12/17,342.03
18/12/17,342.89
17/12/17,342.01
14/12/17,341.9
13/12/17,341.94
12/12/17,342.64
11/12/17,342.75
10/12/17,342.57
07/12/17,342.7
06/12/17,343.44
05/12/17,343.29
04/12/17,342.6
03/12/17,342.35
30/11/17,342.66
29/11/17,342.21
28/11/17,342.66
27/11/17,342.48
26/11/17,342.77
23/11/17,343.11
22/11/17,342.85
21/11/17,343.07
20/11/17,342.51
19/11/17,341.94
16/11/17,342.26
15/11/17,341.81
14/11/17,341.27
13/11/17,341.04
12/11/17,340.76
09/11/17,341.23
08/11/17,341.65
07/11/17,341.8
06/11/17,341.52
05/11/17,341.53
02/11/17,340.87
01/11/17,340.84
31/10/17,340.8
30/10/17,340.2
29/10/17,339.62
26/10/17,339.26
25/10/17,339.42
24/10/17,339.86
23/10/17,339.99
22/10/17,340.16
19/10/17,340.79
18/10/17,340.69
17/10/17,340.81
16/10/17,340.79
15/10/17,340.54
10/10/17,340.46
09/10/17,340.72
08/10/17,340.72
03/10/17,340.71
02/10/17,340.45
01/10/17,339.6
28/09/17,339.18
27/09/17,338.98
26/09/17,340.03
25/09/17,340.21
24/09/17,340.85
19/09/17,341.46
18/09/17,340.86
17/09/17,340.38
14/09/17,341.48
13/09/17,341.3
12/09/17,340.97
11/09/17,340.68
10/09/17,340.37
07/09/17,340.22
06/09/17,340.34
05/09/17,340.29
04/09/17,339.76
03/09/17,340.02
31/08/17,340.02
30/08/17,340.67
29/08/17,341.68
28/08/17,341.33
27/08/17,341.6
24/08/17,341.17
23/08/17,340.96
22/08/17,340.63
21/08/17,340.55
20/08/17,340.16
17/08/17,339.22
16/08/17,338.89
15/08/17,338.43
14/08/17,338.46
13/08/17,339.35
10/08/17,339.07
09/08/17,339.66
08/08/17,339.53
